graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_1024.txt;1500;354;87,2836;36;54;6,451137583392812;24,493399085598;18;
graph_1025.txt;200;69;71,9807;38;57;0,9508799859372299;13,770109775801185;28;
graph_1026.txt;600;119;89,1213;30;45;18,71173787509976;7,8937254527204255;13;
graph_1027.txt;1100;281;78,821;34;51;29,128821388542992;18,871545176712473;27;
graph_1029.txt;300;77;88,6595;34;51;1,413041171718479;9,255145241158338;13;
graph_103.txt;900;188;89,3999;30;45;14,803062798527357;24,027676535650357;8;
graph_1030.txt;600;150;84,8642;36;54;10,954062643398332;61,92332238304179;16;
graph_1031.txt;1200;257;84,2792;34;51;3,975553672603403;31,289891640255483;18;
graph_1032.txt;500;133;84,7616;34;51;6,418527061244559;23,221990841979206;13;
graph_1033.txt;1000;232;89,6397;28;42;1,8178127165964004;26,647899410357958;9;
graph_1034.txt;1100;282;87,3123;34;51;4,864514437760604;11,902360437102915;14;
graph_1035.txt;400;105;82,1352;34;51;3,1798301198642793;38,8654376981178;20;
graph_1036.txt;700;202;82,1877;38;57;0,07583818140424044;57,63213339537181;18;
graph_1037.txt;900;255;87,3208;38;57;18,294518271984703;30,295004443858556;28;
graph_1038.txt;1200;359;87,7791;38;57;4,115972423584585;25,015153368429722;20;
graph_1039.txt;1400;310;86,4403;36;54;17,1425836971565;27,94270377316028;24;
graph_104.txt;500;90;89,605;28;42;23,66076543361932;14,989812947681479;4;
graph_1040.txt;700;123;78,5499;32;48;15,98034300211702;20,218364399268587;28;
graph_1041.txt;500;97;87,8254;28;42;3,8367488233575684;5,89820654470384;8;
graph_1042.txt;500;129;87,015;34;51;20,43282867939867;32,10967477190715;13;
graph_1043.txt;1300;270;89,1695;34;51;14,443618019345893;9,316140039932595;11;
graph_1044.txt;500;61;71,2606;24;36;23,38522105721374;36,16819246556877;5;
graph_1045.txt;600;140;88,1339;34;51;13,018802429784794;10,677821893008177;11;
graph_1046.txt;700;201;86,5067;38;57;17,429862817667832;15,891290817769987;20;
graph_1047.txt;700;179;87,0272;34;51;5,001473949509126;14,870016335031936;14;
graph_1048.txt;1300;378;87,2027;38;57;3,3882577244120475;36,04153226820444;16;
graph_1049.txt;400;37;89,6788;20;30;25,559965171823816;5,944808702057162;5;
graph_105.txt;1300;203;89,761;28;42;34,14717026987207;15,571469093471546;7;
graph_1050.txt;500;132;84,5544;36;54;12,498241812070853;9,630001811025835;16;
graph_1051.txt;1000;236;85,7645;32;48;10,610700923999556;12,642755176996465;24;
graph_1052.txt;800;150;88,6329;34;51;19,608723231677367;143,28298139210813;7;
